Ligand,ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
Tolserinedecoy13,465,"-45,0",0,1,453,12,"0,595","0,750",,"0,026","1,2597","0,595",,
4iodo-4tetrahydroacridindecoy6,466,"-44,9",0,1,454,12,"0,597","0,750",,"0,026","1,2569","0,597",,
2iodo-2tetrahydroacridindecoy45,467,"-44,8",0,1,455,12,"0,598","0,750",,"0,026","1,2543","0,598",,
4iodo-2tetrahydroacridindecoy41,468,"-44,8",0,1,456,12,"0,599","0,750",,"0,026","1,2516","0,599",,
3iodo-4tetrahydroacridindecoy42,469,"-44,8",0,1,457,12,"0,601","0,750",,"0,026","1,2489","0,601",,
4iodo-2tetrahydroacridindecoy14,470,"-44,7",0,1,458,12,"0,602","0,750",,"0,026","1,2462","0,602",,
Donepezildecoy40,471,"-44,6",0,1,459,12,"0,603","0,750",,"0,025","1,2436","0,603",,
3iodo-2tetrahydroacridindecoy18,472,"-44,6",0,1,460,12,"0,604","0,750",,"0,025","1,2410","0,604",,
2iodo-4tetrahydroacridindecoy27,473,"-44,6",0,1,461,12,"0,606","0,750",,"0,025","1,2383","0,606",,
4iodo-4tetrahydroacridindecoy22,474,"-44,6",0,1,462,12,"0,607","0,750",,"0,025","1,2357","0,607",,
3iodo-4tetrahydroacridindecoy50,475,"-44,5",0,1,463,12,"0,608","0,750",,"0,025","1,2331","0,608",,
Donepezildecoy42,476,"-44,5",0,1,464,12,"0,609","0,750",,"0,025","1,2305","0,609",,
2iodo-2tetrahydroacridindecoy43,477,"-44,5",0,1,465,12,"0,611","0,750",,"0,025","1,2280","0,611",,
2iodo-2tetrahydroacridindecoy33,478,"-44,4",0,1,466,12,"0,612","0,750",,"0,025","1,2254","0,612",,
Tolserinedecoy6,479,"-44,3",0,1,467,12,"0,613","0,750",,"0,025","1,2228","0,613",,
4iodo-3tetrahydroacridindecoy36,480,"-44,2",0,1,468,12,"0,615","0,750",,"0,025","1,2203","0,615",,
4iodo-4tetrahydroacridindecoy47,481,"-44,2",0,1,469,12,"0,616","0,750",,"0,025","1,2177","0,616",,
Donepezildecoy5,482,"-44,2",0,1,470,12,"0,617","0,750",,"0,025","1,2152","0,617",,
Tolserinedecoy16,483,"-44,1",0,1,471,12,"0,618","0,750",,"0,025","1,2127","0,618",,
Donepezildecoy16,484,"-44,1",0,1,472,12,"0,620","0,750",,"0,025","1,2102","0,620",,
Bis-tacrinedecoy41,485,"-44,0",0,1,473,12,"0,621","0,750",,"0,025","1,2077","0,621",,
4iodo-4tetrahydroacridindecoy42,486,"-44,0",0,1,474,12,"0,622","0,750",,"0,025","1,2052","0,622",,
Tolserinedecoy42,487,"-44,0",0,1,475,12,"0,624","0,750",,"0,025","1,2027","0,624",,
3iodo-4tetrahydroacridindecoy11,488,"-43,9",0,1,476,12,"0,625","0,750",,"0,025","1,2003","0,625",,
4iodo-2tetrahydroacridindecoy30,489,"-43,9",0,1,477,12,"0,626","0,750",,"0,025","1,1978","0,626",,
3iodo-2tetrahydroacridindecoy4,490,"-43,8",0,1,478,12,"0,627","0,750",,"0,024","1,1954","0,627",,
2iodo-3tetrahydroacridindecoy4,491,"-43,7",0,1,479,12,"0,629","0,750",,"0,024","1,1929","0,629",,
2iodo-4tetrahydroacridindecoy50,492,"-43,3",0,1,480,12,"0,630","0,750",,"0,024","1,1905","0,630",,
3iodo-4tetrahydroacridindecoy19,493,"-43,3",0,1,481,12,"0,631","0,750",,"0,024","1,1881","0,631",,
Tolserinedecoy29,494,"-43,2",0,1,482,12,"0,633","0,750",,"0,024","1,1857","0,633",,
Tolserinedecoy27,495,"-43,2",0,1,483,12,"0,634","0,750",,"0,024","1,1833","0,634",,
3iodo-2tetrahydroacridindecoy29,496,"-43,1",0,1,484,12,"0,635","0,750",,"0,024","1,1809","0,635",,
3iodo-4tetrahydroacridindecoy22,497,"-43,0",0,1,485,12,"0,636","0,750",,"0,024","1,1785","0,636",,
4iodo-4tetrahydroacridindecoy48,498,"-43,0",0,1,486,12,"0,638","0,750",,"0,024","1,1762","0,638",,
Tolserinedecoy3,499,"-43,0",0,1,487,12,"0,639","0,750",,"0,024","1,1738","0,639",,
2iodo-3tetrahydroacridindecoy36,500,"-43,0",0,1,488,12,"0,640","0,750",,"0,024","1,1715","0,640",,
2iodo-3tetrahydroacridindecoy32,501,"-42,7",0,1,489,12,"0,641","0,750",,"0,024","1,1691","0,641",,
2iodo-4tetrahydroacridindecoy17,502,"-42,6",0,1,490,12,"0,643","0,750",,"0,024","1,1668","0,643",,
Heptyl-physostigminedecoy6,503,"-42,5",0,1,491,12,"0,644","0,750",,"0,024","1,1645","0,644",,
2iodo-2tetrahydroacridindecoy4,504,"-42,4",0,1,492,12,"0,645","0,750",,"0,024","1,1622","0,645",,
Tolserinedecoy28,505,"-42,4",0,1,493,12,"0,647","0,750",,"0,024","1,1599","0,647",,
3iodo-2tetrahydroacridindecoy27,506,"-42,4",0,1,494,12,"0,648","0,750",,"0,024","1,1576","0,648",,
4iodo-4tetrahydroacridindecoy49,507,"-42,3",0,1,495,12,"0,649","0,750",,"0,024","1,1553","0,649",,
3iodo-4tetrahydroacridindecoy14,508,"-42,3",0,1,496,12,"0,650","0,750",,"0,024","1,1530","0,650",,
2iodo-3tetrahydroacridindecoy31,509,"-42,3",0,1,497,12,"0,652","0,750",,"0,024","1,1508","0,652",,
Bis-tacrinedecoy9,510,"-42,3",0,1,498,12,"0,653","0,750",,"0,024","1,1485","0,653",,
3iodo-2tetrahydroacridindecoy5,511,"-42,2",0,1,499,12,"0,654","0,750",,"0,023","1,1463","0,654",,
4iodo-2tetrahydroacridindecoy15,512,"-42,2",0,1,500,12,"0,656","0,750",,"0,023","1,1440","0,656",,
2iodo-3tetrahydroacridindecoy34,513,"-42,1",0,1,501,12,"0,657","0,750",,"0,023","1,1418","0,657",,
4iodo-3tetrahydroacridindecoy35,514,"-42,1",0,1,502,12,"0,658","0,750",,"0,023","1,1396","0,658",,
3iodo-2tetrahydroacridindecoy10,515,"-42,0",0,1,503,12,"0,659","0,750",,"0,023","1,1374","0,659",,
2iodo-4tetrahydroacridindecoy37,516,"-41,8",0,1,504,12,"0,661","0,750",,"0,023","1,1351","0,661",,
Tolserinedecoy41,517,"-41,8",0,1,505,12,"0,662","0,750",,"0,023","1,1330","0,662",,
Heptyl-physostigminedecoy20,518,"-41,7",0,1,506,12,"0,663","0,750",,"0,023","1,1308","0,663",,
Physostigminedecoy49,519,"-41,7",0,1,507,12,"0,665","0,750",,"0,023","1,1286","0,665",,
Tolserinedecoy39,520,"-41,7",0,1,508,12,"0,666","0,750",,"0,023","1,1264","0,666",,
Donepezildecoy50,521,"-41,6",0,1,509,12,"0,667","0,750",,"0,023","1,1243","0,667",,
Tolserinedecoy30,522,"-41,6",0,1,510,12,"0,668","0,750",,"0,023","1,1221","0,668",,
Tolserinedecoy45,523,"-41,5",0,1,511,12,"0,670","0,750",,"0,023","1,1200","0,670",,
2iodo-2tetrahydroacridindecoy49,524,"-41,4",0,1,512,12,"0,671","0,750",,"0,023","1,1178","0,671",,
Galantaminedecoy17,525,"-41,4",0,1,513,12,"0,672","0,750",,"0,023","1,1157","0,672",,
3iodo-4tetrahydroacridindecoy2,526,"-41,4",0,1,514,12,"0,673","0,750",,"0,023","1,1136","0,673",,
Physostigminedecoy6,527,"-41,3",0,1,515,12,"0,675","0,750",,"0,023","1,1115","0,675",,
Tolserinedecoy4,528,"-41,2",0,1,516,12,"0,676","0,750",,"0,023","1,1094","0,676",,
Tolserinedecoy1,529,"-41,1",0,1,517,12,"0,677","0,750",,"0,023","1,1073","0,677",,
3iodo-4tetrahydroacridindecoy20,530,"-41,1",0,1,518,12,"0,679","0,750",,"0,023","1,1052","0,679",,
Bis-tacrinedecoy10,531,"-41,0",0,1,519,12,"0,680","0,750",,"0,023","1,1031","0,680",,
Physostigminedecoy11,532,"-41,0",0,1,520,12,"0,681","0,750",,"0,023","1,1010","0,681",,
Heptyl-physostigminedecoy34,533,"-41,0",0,1,521,12,"0,682","0,750",,"0,023","1,0989","0,682",,
Galantaminedecoy16,534,"-41,0",0,1,522,12,"0,684","0,750",,"0,022","1,0969","0,684",,
4iodo-2tetrahydroacridindecoy16,535,"-40,9",0,1,523,12,"0,685","0,750",,"0,022","1,0948","0,685",,
Physostigminedecoy50,536,"-40,9",0,1,524,12,"0,686","0,750",,"0,022","1,0928","0,686",,
3iodo-4tetrahydroacridindecoy34,537,"-40,7",0,1,525,12,"0,688","0,750",,"0,022","1,0908","0,688",,
3iodo-4tetrahydroacridindecoy5,538,"-40,6",0,1,526,12,"0,689","0,750",,"0,022","1,0887","0,689",,
Physostigminedecoy4,539,"-40,6",0,1,527,12,"0,690","0,750",,"0,022","1,0867","0,690",,
Physostigminedecoy14,540,"-40,5",0,1,528,12,"0,691","0,750",,"0,022","1,0847","0,691",,
Tolserinedecoy35,541,"-40,4",0,1,529,12,"0,693","0,750",,"0,022","1,0827","0,693",,
3iodo-4tetrahydroacridindecoy39,542,"-40,3",0,1,530,12,"0,694","0,750",,"0,022","1,0807","0,694",,
3iodo-4tetrahydroacridindecoy21,543,"-40,2",0,1,531,12,"0,695","0,750",,"0,022","1,0787","0,695",,
Heptyl-physostigminedecoy26,544,"-40,2",0,1,532,12,"0,697","0,750",,"0,022","1,0767","0,697",,
3iodo-4tetrahydroacridindecoy30,545,"-40,1",0,1,533,12,"0,698","0,750",,"0,022","1,0747","0,698",,
3iodo-2tetrahydroacridindecoy36,546,"-40,1",0,1,534,12,"0,699","0,750",,"0,022","1,0728","0,699",,
4iodo-2tetrahydroacridindecoy1,547,"-40,0",0,1,535,12,"0,700","0,750",,"0,022","1,0708","0,700",,
3iodo-4tetrahydroacridindecoy3,548,"-40,0",0,1,536,12,"0,702","0,750",,"0,022","1,0689","0,702",,
Physostigminedecoy39,549,"-39,8",0,1,537,12,"0,703","0,750",,"0,022","1,0669","0,703",,
Tolserinedecoy14,550,"-39,8",0,1,538,12,"0,704","0,750",,"0,022","1,0650","0,704",,
3iodo-4tetrahydroacridindecoy38,551,"-39,7",0,1,539,12,"0,706","0,750",,"0,022","1,0630","0,706",,
Physostigminedecoy17,552,"-39,7",0,1,540,12,"0,707","0,750",,"0,022","1,0611","0,707",,
Physostigminedecoy10,553,"-39,7",0,1,541,12,"0,708","0,750",,"0,022","1,0592","0,708",,
Galantaminedecoy44,554,"-39,5",0,1,542,12,"0,709","0,750",,"0,022","1,0573","0,709",,
Galantaminedecoy18,555,"-39,5",0,1,543,12,"0,711","0,750",,"0,022","1,0554","0,711",,
4iodo-4tetrahydroacridindecoy25,556,"-39,4",0,1,544,12,"0,712","0,750",,"0,022","1,0535","0,712",,
Physostigminedecoy31,557,"-39,4",0,1,545,12,"0,713","0,750",,"0,022","1,0516","0,713",,
Physostigminedecoy44,558,"-39,3",0,1,546,12,"0,714","0,750",,"0,022","1,0497","0,714",,
Galantaminedecoy23,559,"-39,3",0,1,547,12,"0,716","0,750",,"0,021","1,0478","0,716",,
Heptyl-physostigminedecoy48,560,"-39,3",0,1,548,12,"0,717","0,750",,"0,021","1,0460","0,717",,
Heptyl-physostigminedecoy22,561,"-39,2",0,1,549,12,"0,718","0,750",,"0,021","1,0441","0,718",,
4iodo-2tetrahydroacridindecoy49,562,"-39,1",0,1,550,12,"0,720","0,750",,"0,021","1,0422","0,720",,
Physostigminedecoy45,563,"-39,1",0,1,551,12,"0,721","0,750",,"0,021","1,0404","0,721",,
Galantaminedecoy32,564,"-39,0",0,1,552,12,"0,722","0,750",,"0,021","1,0385","0,722",,
Physostigminedecoy16,565,"-38,9",0,1,553,12,"0,723","0,750",,"0,021","1,0367","0,723",,
Tolserinedecoy40,566,"-38,8",0,1,554,12,"0,725","0,750",,"0,021","1,0349","0,725",,
Physostigminedecoy9,567,"-38,8",0,1,555,12,"0,726","0,750",,"0,021","1,0330","0,726",,
Heptyl-physostigminedecoy28,568,"-38,7",0,1,556,12,"0,727","0,750",,"0,021","1,0312","0,727",,
Galantamine,569,"-38,7",1,0,556,13,"0,729","0,813",,"0,023","1,1152","0,729",,
4iodo-2tetrahydroacridindecoy43,570,"-38,7",0,1,557,13,"0,730","0,813",,"0,023","1,1132","0,730",,
Galantaminedecoy40,571,"-38,7",0,1,558,13,"0,731","0,813",,"0,023","1,1113","0,731",,
4iodo-3tetrahydroacridindecoy17,572,"-38,6",0,1,559,13,"0,732","0,813",,"0,023","1,1094","0,732",,
Heptyl-physostigminedecoy12,573,"-38,5",0,1,560,13,"0,734","0,813",,"0,023","1,1074","0,734",,
Physostigminedecoy36,574,"-38,4",0,1,561,13,"0,735","0,813",,"0,023","1,1055","0,735",,
Galantaminedecoy5,575,"-38,3",0,1,562,13,"0,736","0,813",,"0,023","1,1036","0,736",,
Physostigminedecoy28,576,"-38,2",0,1,563,13,"0,738","0,813",,"0,023","1,1016","0,738",,
Physostigminedecoy18,577,"-38,1",0,1,564,13,"0,739","0,813",,"0,023","1,0997","0,739",,
Physostigminedecoy34,578,"-38,1",0,1,565,13,"0,740","0,813",,"0,022","1,0978","0,740",,
Physostigminedecoy23,579,"-38,0",0,1,566,13,"0,741","0,813",,"0,022","1,0959","0,741",,
3iodo-2tetrahydroacridindecoy13,580,"-38,0",0,1,567,13,"0,743","0,813",,"0,022","1,0940","0,743",,
Physostigminedecoy19,581,"-37,9",0,1,568,13,"0,744","0,813",,"0,022","1,0922","0,744",,
Physostigminedecoy1,582,"-37,7",0,1,569,13,"0,745","0,813",,"0,022","1,0903","0,745",,
3iodo-4tetrahydroacridindecoy29,583,"-37,7",0,1,570,13,"0,746","0,813",,"0,022","1,0884","0,746",,
Tolserinedecoy47,584,"-37,6",0,1,571,13,"0,748","0,813",,"0,022","1,0866","0,748",,
Physostigminedecoy48,585,"-37,6",0,1,572,13,"0,749","0,813",,"0,022","1,0847","0,749",,
3iodo-2tetrahydroacridindecoy31,586,"-37,6",0,1,573,13,"0,750","0,813",,"0,022","1,0828","0,750",,
2iodo-2tetrahydroacridindecoy38,587,"-37,4",0,1,574,13,"0,752","0,813",,"0,022","1,0810","0,752",,
Physostigmine,588,"-37,4",1,0,574,14,"0,753","0,875",,"0,024","1,1622","0,753",,
Galantaminedecoy14,589,"-37,4",0,1,575,14,"0,754","0,875",,"0,024","1,1602","0,754",,
Physostigminedecoy41,590,"-37,3",0,1,576,14,"0,755","0,875",,"0,024","1,1582","0,755",,
Physostigminedecoy40,591,"-37,3",0,1,577,14,"0,757","0,875",,"0,024","1,1563","0,757",,
Physostigminedecoy38,592,"-37,3",0,1,578,14,"0,758","0,875",,"0,024","1,1543","0,758",,
Tolserinedecoy46,593,"-37,2",0,1,579,14,"0,759","0,875",,"0,024","1,1524","0,759",,
Galantaminedecoy41,594,"-37,2",0,1,580,14,"0,761","0,875",,"0,024","1,1504","0,761",,
Physostigminedecoy22,595,"-37,1",0,1,581,14,"0,762","0,875",,"0,024","1,1485","0,762",,
Galantaminedecoy38,596,"-37,1",0,1,582,14,"0,763","0,875",,"0,023","1,1466","0,763",,
Galantaminedecoy7,597,"-36,9",0,1,583,14,"0,764","0,875",,"0,023","1,1447","0,764",,
Galantaminedecoy48,598,"-36,8",0,1,584,14,"0,766","0,875",,"0,023","1,1427","0,766",,
Physostigminedecoy2,599,"-36,8",0,1,585,14,"0,767","0,875",,"0,023","1,1408","0,767",,
Galantaminedecoy22,600,"-36,8",0,1,586,14,"0,768","0,875",,"0,023","1,1389","0,768",,
Galantaminedecoy12,601,"-36,8",0,1,587,14,"0,770","0,875",,"0,023","1,1370","0,770",,
4iodo-3tetrahydroacridindecoy46,602,"-36,7",0,1,588,14,"0,771","0,875",,"0,023","1,1351","0,771",,
Galantaminedecoy50,603,"-36,7",0,1,589,14,"0,772","0,875",,"0,023","1,1333","0,772",,
Physostigminedecoy47,604,"-36,7",0,1,590,14,"0,773","0,875",,"0,023","1,1314","0,773",,
3iodo-4tetrahydroacridindecoy45,605,"-36,5",0,1,591,14,"0,775","0,875",,"0,023","1,1295","0,775",,
Physostigminedecoy35,606,"-36,5",0,1,592,14,"0,776","0,875",,"0,023","1,1277","0,776",,
Galantaminedecoy9,607,"-36,4",0,1,593,14,"0,777","0,875",,"0,023","1,1258","0,777",,
Galantaminedecoy35,608,"-36,4",0,1,594,14,"0,778","0,875",,"0,023","1,1239","0,778",,
Galantaminedecoy19,609,"-36,3",0,1,595,14,"0,780","0,875",,"0,023","1,1221","0,780",,
Galantaminedecoy6,610,"-36,2",0,1,596,14,"0,781","0,875",,"0,023","1,1203","0,781",,
Galantaminedecoy15,611,"-36,2",0,1,597,14,"0,782","0,875",,"0,023","1,1184","0,782",,
Galantaminedecoy46,612,"-36,1",0,1,598,14,"0,784","0,875",,"0,023","1,1166","0,784",,
Physostigminedecoy24,613,"-36,1",0,1,599,14,"0,785","0,875",,"0,023","1,1148","0,785",,
Galantaminedecoy42,614,"-36,1",0,1,600,14,"0,786","0,875",,"0,023","1,1130","0,786",,
Physostigminedecoy29,615,"-36,1",0,1,601,14,"0,787","0,875",,"0,023","1,1112","0,787",,
Physostigminedecoy33,616,"-36,1",0,1,602,14,"0,789","0,875",,"0,023","1,1094","0,789",,
Physostigminedecoy26,617,"-36,0",0,1,603,14,"0,790","0,875",,"0,023","1,1076","0,790",,
Galantaminedecoy10,618,"-36,0",0,1,604,14,"0,791","0,875",,"0,023","1,1058","0,791",,
3iodo-4tetrahydroacridindecoy35,619,"-35,9",0,1,605,14,"0,793","0,875",,"0,023","1,1040","0,793",,
Physostigminedecoy42,620,"-35,9",0,1,606,14,"0,794","0,875",,"0,023","1,1022","0,794",,
Galantaminedecoy47,621,"-35,9",0,1,607,14,"0,795","0,875",,"0,023","1,1004","0,795",,
Physostigminedecoy3,622,"-35,8",0,1,608,14,"0,796","0,875",,"0,023","1,0986","0,796",,
Physostigminedecoy12,623,"-35,8",0,1,609,14,"0,798","0,875",,"0,022","1,0969","0,798",,
2iodo-4tetrahydroacridindecoy39,624,"-35,7",0,1,610,14,"0,799","0,875",,"0,022","1,0951","0,799",,
2iodo-2tetrahydroacridindecoy26,625,"-35,6",0,1,611,14,"0,800","0,875",,"0,022","1,0934","0,800",,
Galantaminedecoy31,626,"-35,6",0,1,612,14,"0,802","0,875",,"0,022","1,0916","0,802",,
Galantaminedecoy39,627,"-35,6",0,1,613,14,"0,803","0,875",,"0,022","1,0899","0,803",,
4iodo-2tetrahydroacridindecoy27,628,"-35,6",0,1,614,14,"0,804","0,875",,"0,022","1,0882","0,804",,
Physostigminedecoy32,629,"-35,6",0,1,615,14,"0,805","0,875",,"0,022","1,0864","0,805",,
3iodo-4tetrahydroacridindecoy13,630,"-35,5",0,1,616,14,"0,807","0,875",,"0,022","1,0847","0,807",,
Physostigminedecoy15,631,"-35,4",0,1,617,14,"0,808","0,875",,"0,022","1,0830","0,808",,
Physostigminedecoy43,632,"-35,3",0,1,618,14,"0,809","0,875",,"0,022","1,0813","0,809",,
Physostigminedecoy37,633,"-35,3",0,1,619,14,"0,810","0,875",,"0,022","1,0796","0,810",,
Physostigminedecoy8,634,"-35,2",0,1,620,14,"0,812","0,875",,"0,022","1,0779","0,812",,
3iodo-4tetrahydroacridindecoy16,635,"-35,2",0,1,621,14,"0,813","0,875",,"0,022","1,0762","0,813",,
4iodo-2tetrahydroacridindecoy18,636,"-35,1",0,1,622,14,"0,814","0,875",,"0,022","1,0745","0,814",,
Galantaminedecoy11,637,"-34,8",0,1,623,14,"0,816","0,875",,"0,022","1,0728","0,816",,
Galantaminedecoy34,638,"-34,8",0,1,624,14,"0,817","0,875",,"0,022","1,0711","0,817",,
4iodo-2tetrahydroacridindecoy40,639,"-34,6",0,1,625,14,"0,818","0,875",,"0,022","1,0694","0,818",,
Galantaminedecoy3,640,"-34,5",0,1,626,14,"0,819","0,875",,"0,022","1,0678","0,819",,
Galantaminedecoy49,641,"-34,5",0,1,627,14,"0,821","0,875",,"0,022","1,0661","0,821",,
4iodo-2tetrahydroacridindecoy24,642,"-34,5",0,1,628,14,"0,822","0,875",,"0,022","1,0644","0,822",,
Galantaminedecoy43,643,"-34,5",0,1,629,14,"0,823","0,875",,"0,022","1,0628","0,823",,
Galantaminedecoy21,644,"-34,5",0,1,630,14,"0,825","0,875",,"0,022","1,0611","0,825",,
Physostigminedecoy27,645,"-34,5",0,1,631,14,"0,826","0,875",,"0,022","1,0595","0,826",,
Galantaminedecoy20,646,"-34,3",0,1,632,14,"0,827","0,875",,"0,022","1,0578","0,827",,
Galantaminedecoy2,647,"-34,3",0,1,633,14,"0,828","0,875",,"0,022","1,0562","0,828",,
2iodo-2tetrahydroacridindecoy36,648,"-34,3",0,1,634,14,"0,830","0,875",,"0,022","1,0546","0,830",,
Galantaminedecoy13,649,"-34,3",0,1,635,14,"0,831","0,875",,"0,022","1,0529","0,831",,
2iodo-2tetrahydroacridindecoy50,650,"-34,2",0,1,636,14,"0,832","0,875",,"0,022","1,0513","0,832",,
Tacrinedecoy3,651,"-34,2",0,1,637,14,"0,834","0,875",,"0,022","1,0497","0,834",,
Physostigminedecoy20,652,"-34,2",0,1,638,14,"0,835","0,875",,"0,021","1,0481","0,835",,
Physostigminedecoy21,653,"-34,2",0,1,639,14,"0,836","0,875",,"0,021","1,0465","0,836",,
3iodo-2tetrahydroacridindecoy50,654,"-34,1",0,1,640,14,"0,837","0,875",,"0,021","1,0449","0,837",,
3iodo-4tetrahydroacridindecoy12,655,"-34,1",0,1,641,14,"0,839","0,875",,"0,021","1,0433","0,839",,
Galantaminedecoy28,656,"-34,0",0,1,642,14,"0,840","0,875",,"0,021","1,0417","0,840",,
4iodo-4tetrahydroacridindecoy13,657,"-34,0",0,1,643,14,"0,841","0,875",,"0,021","1,0401","0,841",,
Galantaminedecoy24,658,"-33,8",0,1,644,14,"0,843","0,875",,"0,021","1,0385","0,843",,
Tacrinedecoy43,659,"-33,8",0,1,645,14,"0,844","0,875",,"0,021","1,0370","0,844",,
Galantaminedecoy29,660,"-33,7",0,1,646,14,"0,845","0,875",,"0,021","1,0354","0,845",,
Physostigminedecoy46,661,"-33,6",0,1,647,14,"0,846","0,875",,"0,021","1,0338","0,846",,
Galantaminedecoy37,662,"-33,6",0,1,648,14,"0,848","0,875",,"0,021","1,0323","0,848",,
Velnacrine,663,"-33,6",1,0,648,15,"0,849","0,938",,"0,023","1,1043","0,849",,
Physostigminedecoy7,664,"-33,5",0,1,649,15,"0,850","0,938",,"0,023","1,1027","0,850",,
3iodo-2tetrahydroacridindecoy25,665,"-33,3",0,1,650,15,"0,851","0,938",,"0,023","1,1010","0,851",,
Galantaminedecoy4,666,"-33,2",0,1,651,15,"0,853","0,938",,"0,023","1,0994","0,853",,
Galantaminedecoy8,667,"-33,2",0,1,652,15,"0,854","0,938",,"0,022","1,0977","0,854",,
Tacrinedecoy12,668,"-33,0",0,1,653,15,"0,855","0,938",,"0,022","1,0961","0,855",,
Tacrinedecoy32,669,"-32,8",0,1,654,15,"0,857","0,938",,"0,022","1,0944","0,857",,
Tacrine,670,"-32,7",1,0,654,16,"0,858","1,000",,"0,024","1,1656","0,858",,
Tacrinedecoy6,671,"-32,6",0,1,655,16,"0,859","1,000",,"0,024","1,1639","0,859",,
Tacrinedecoy46,672,"-32,6",0,1,656,16,"0,860","1,000",,"0,024","1,1622","0,860",,
Galantaminedecoy33,673,"-32,5",0,1,657,16,"0,862","1,000",,"0,024","1,1605","0,862",,
Velnacrinedecoy45,674,"-32,5",0,1,658,16,"0,863","1,000",,"0,024","1,1587","0,863",,
2iodo-2tetrahydroacridindecoy21,675,"-32,3",0,1,659,16,"0,864","1,000",,"0,024","1,1570","0,864",,
Tacrinedecoy48,676,"-32,0",0,1,660,16,"0,866","1,000",,"0,024","1,1553","0,866",,
Velnacrinedecoy34,677,"-32,0",0,1,661,16,"0,867","1,000",,"0,024","1,1536","0,867",,
Tacrinedecoy5,678,"-32,0",0,1,662,16,"0,868","1,000",,"0,024","1,1519","0,868",,
Velnacrinedecoy35,679,"-32,0",0,1,663,16,"0,869","1,000",,"0,024","1,1502","0,869",,
Tacrinedecoy1,680,"-31,9",0,1,664,16,"0,871","1,000",,"0,024","1,1485","0,871",,
Tacrinedecoy25,681,"-31,8",0,1,665,16,"0,872","1,000",,"0,023","1,1468","0,872",,
2iodo-3tetrahydroacridindecoy30,682,"-31,6",0,1,666,16,"0,873","1,000",,"0,023","1,1451","0,873",,
Velnacrinedecoy33,683,"-31,5",0,1,667,16,"0,875","1,000",,"0,023","1,1435","0,875",,
Galantaminedecoy36,684,"-31,4",0,1,668,16,"0,876","1,000",,"0,023","1,1418","0,876",,
2iodo-2tetrahydroacridindecoy20,685,"-31,4",0,1,669,16,"0,877","1,000",,"0,023","1,1401","0,877",,
Velnacrinedecoy49,686,"-31,4",0,1,670,16,"0,878","1,000",,"0,023","1,1385","0,878",,
Velnacrinedecoy48,687,"-31,4",0,1,671,16,"0,880","1,000",,"0,023","1,1368","0,880",,
Velnacrinedecoy30,688,"-31,4",0,1,672,16,"0,881","1,000",,"0,023","1,1351","0,881",,
Galantaminedecoy30,689,"-31,3",0,1,673,16,"0,882","1,000",,"0,023","1,1335","0,882",,
Tacrinedecoy31,690,"-31,3",0,1,674,16,"0,883","1,000",,"0,023","1,1319","0,883",,
Velnacrinedecoy32,691,"-31,2",0,1,675,16,"0,885","1,000",,"0,023","1,1302","0,885",,
Galantaminedecoy1,692,"-31,2",0,1,676,16,"0,886","1,000",,"0,023","1,1286","0,886",,
Physostigminedecoy30,693,"-31,2",0,1,677,16,"0,887","1,000",,"0,023","1,1270","0,887",,
Tacrinedecoy38,694,"-30,9",0,1,678,16,"0,889","1,000",,"0,023","1,1253","0,889",,
Velnacrinedecoy5,695,"-30,8",0,1,679,16,"0,890","1,000",,"0,023","1,1237","0,890",,
Velnacrinedecoy24,696,"-30,7",0,1,680,16,"0,891","1,000",,"0,023","1,1221","0,891",,
Physostigminedecoy25,697,"-30,6",0,1,681,16,"0,892","1,000",,"0,023","1,1205","0,892",,
Tacrinedecoy13,698,"-30,4",0,1,682,16,"0,894","1,000",,"0,023","1,1189","0,894",,
Tacrinedecoy26,699,"-30,4",0,1,683,16,"0,895","1,000",,"0,023","1,1173","0,895",,
Physostigminedecoy13,700,"-30,3",0,1,684,16,"0,896","1,000",,"0,023","1,1157","0,896",,
Velnacrinedecoy22,701,"-29,9",0,1,685,16,"0,898","1,000",,"0,023","1,1141","0,898",,
Tacrinedecoy50,702,"-29,9",0,1,686,16,"0,899","1,000",,"0,023","1,1125","0,899",,
Tacrinedecoy49,703,"-29,6",0,1,687,16,"0,900","1,000",,"0,023","1,1109","0,900",,
Velnacrinedecoy41,704,"-29,6",0,1,688,16,"0,901","1,000",,"0,023","1,1094","0,901",,
Tacrinedecoy16,705,"-29,6",0,1,689,16,"0,903","1,000",,"0,023","1,1078","0,903",,
Tacrinedecoy24,706,"-29,5",0,1,690,16,"0,904","1,000",,"0,023","1,1062","0,904",,
Velnacrinedecoy40,707,"-29,4",0,1,691,16,"0,905","1,000",,"0,023","1,1046","0,905",,
Tacrinedecoy39,708,"-29,3",0,1,692,16,"0,907","1,000",,"0,023","1,1031","0,907",,
4iodo-2tetrahydroacridindecoy47,709,"-29,1",0,1,693,16,"0,908","1,000",,"0,023","1,1015","0,908",,
Tacrinedecoy8,710,"-28,9",0,1,694,16,"0,909","1,000",,"0,023","1,1000","0,909",,
Tacrinedecoy42,711,"-28,8",0,1,695,16,"0,910","1,000",,"0,023","1,0984","0,910",,
Velnacrinedecoy26,712,"-28,7",0,1,696,16,"0,912","1,000",,"0,022","1,0969","0,912",,
