Ligand,ordem,Affinity_mean,Positivos,Decoys,Tdecoys,Tpositivos,FP,FracDocada,FracPositivos,,Conc(P),Fator Enriquecimento,FracDocada,positivos/total = ,"0,0204865557"
3iodo-2tetrahydroacridindecoy27,461,"-8,3",0,1,445,16,,"0,590","1,000",,"0,035","1,6941","0,590",,
Tolserinedecoy3,462,"-8,3",0,1,446,16,,"0,592","1,000",,"0,035","1,6904","0,592",,
3iodo-4tetrahydroacridindecoy3,463,"-8,3",0,1,447,16,,"0,593","1,000",,"0,035","1,6868","0,593",,
Heptyl-physostigminedecoy1,464,"-8,3",0,1,448,16,,"0,594","1,000",,"0,034","1,6832","0,594",,
Physostigminedecoy23,465,"-8,3",0,1,449,16,,"0,595","1,000",,"0,034","1,6795","0,595",,
4iodo-3tetrahydroacridindecoy31,466,"-8,3",0,1,450,16,,"0,597","1,000",,"0,034","1,6759","0,597",,
Tolserinedecoy25,467,"-8,3",0,1,451,16,,"0,598","1,000",,"0,034","1,6723","0,598",,
Galantaminedecoy31,468,"-8,3",0,1,452,16,,"0,599","1,000",,"0,034","1,6688","0,599",,
Galantaminedecoy5,469,"-8,3",0,1,453,16,,"0,601","1,000",,"0,034","1,6652","0,601",,
Heptyl-physostigminedecoy6,470,"-8,3",0,1,454,16,,"0,602","1,000",,"0,034","1,6617","0,602",,
3iodo-4tetrahydroacridindecoy47,471,"-8,3",0,1,455,16,,"0,603","1,000",,"0,034","1,6581","0,603",,
4iodo-3tetrahydroacridindecoy5,472,"-8,3",0,1,456,16,,"0,604","1,000",,"0,034","1,6546","0,604",,
Tolserinedecoy41,473,"-8,3",0,1,457,16,,"0,606","1,000",,"0,034","1,6511","0,606",,
3iodo-2tetrahydroacridindecoy24,474,"-8,3",0,1,458,16,,"0,607","1,000",,"0,034","1,6476","0,607",,
3iodo-4tetrahydroacridindecoy22,475,"-8,3",0,1,459,16,,"0,608","1,000",,"0,034","1,6442","0,608",,
4iodo-3tetrahydroacridindecoy8,476,"-8,3",0,1,460,16,,"0,609","1,000",,"0,034","1,6407","0,609",,
4iodo-3tetrahydroacridindecoy33,477,"-8,2",0,1,461,16,,"0,611","1,000",,"0,034","1,6373","0,611",,
Donepezildecoy17,478,"-8,2",0,1,462,16,,"0,612","1,000",,"0,033","1,6339","0,612",,
Physostigminedecoy7,479,"-8,2",0,1,463,16,,"0,613","1,000",,"0,033","1,6304","0,613",,
Donepezildecoy40,480,"-8,2",0,1,464,16,,"0,615","1,000",,"0,033","1,6270","0,615",,
4iodo-2tetrahydroacridindecoy11,481,"-8,2",0,1,465,16,,"0,616","1,000",,"0,033","1,6237","0,616",,
Galantaminedecoy23,482,"-8,2",0,1,466,16,,"0,617","1,000",,"0,033","1,6203","0,617",,
Physostigminedecoy16,483,"-8,2",0,1,467,16,,"0,618","1,000",,"0,033","1,6169","0,618",,
Physostigminedecoy18,484,"-8,2",0,1,468,16,,"0,620","1,000",,"0,033","1,6136","0,620",,
3iodo-4tetrahydroacridindecoy37,485,"-8,2",0,1,469,16,,"0,621","1,000",,"0,033","1,6103","0,621",,
2iodo-4tetrahydroacridindecoy10,486,"-8,2",0,1,470,16,,"0,622","1,000",,"0,033","1,6070","0,622",,
Physostigminedecoy25,487,"-8,2",0,1,471,16,,"0,624","1,000",,"0,033","1,6037","0,624",,
Physostigminedecoy48,488,"-8,2",0,1,472,16,,"0,625","1,000",,"0,033","1,6004","0,625",,
3iodo-4tetrahydroacridindecoy39,489,"-8,2",0,1,473,16,,"0,626","1,000",,"0,033","1,5971","0,626",,
Physostigminedecoy9,490,"-8,2",0,1,474,16,,"0,627","1,000",,"0,033","1,5938","0,627",,
2iodo-3tetrahydroacridindecoy43,491,"-8,2",0,1,475,16,,"0,629","1,000",,"0,033","1,5906","0,629",,
Physostigminedecoy33,492,"-8,2",0,1,476,16,,"0,630","1,000",,"0,033","1,5874","0,630",,
Heptyl-physostigminedecoy25,493,"-8,2",0,1,477,16,,"0,631","1,000",,"0,032","1,5841","0,631",,
4iodo-3tetrahydroacridindecoy7,494,"-8,2",0,1,478,16,,"0,633","1,000",,"0,032","1,5809","0,633",,
Galantaminedecoy7,495,"-8,2",0,1,479,16,,"0,634","1,000",,"0,032","1,5777","0,634",,
Tacrinedecoy32,496,"-8,2",0,1,480,16,,"0,635","1,000",,"0,032","1,5746","0,635",,
4iodo-4tetrahydroacridindecoy48,497,"-8,2",0,1,481,16,,"0,636","1,000",,"0,032","1,5714","0,636",,
Physostigminedecoy36,498,"-8,2",0,1,482,16,,"0,638","1,000",,"0,032","1,5682","0,638",,
Donepezildecoy5,499,"-8,2",0,1,483,16,,"0,639","1,000",,"0,032","1,5651","0,639",,
Physostigminedecoy3,500,"-8,2",0,1,484,16,,"0,640","1,000",,"0,032","1,5620","0,640",,
Physostigminedecoy35,501,"-8,2",0,1,485,16,,"0,641","1,000",,"0,032","1,5588","0,641",,
Tacrinedecoy39,502,"-8,2",0,1,486,16,,"0,643","1,000",,"0,032","1,5557","0,643",,
Tolserinedecoy30,503,"-8,2",0,1,487,16,,"0,644","1,000",,"0,032","1,5527","0,644",,
3iodo-4tetrahydroacridindecoy19,504,"-8,2",0,1,488,16,,"0,645","1,000",,"0,032","1,5496","0,645",,
4iodo-4tetrahydroacridindecoy47,505,"-8,2",0,1,489,16,,"0,647","1,000",,"0,032","1,5465","0,647",,
Physostigminedecoy2,506,"-8,2",0,1,490,16,,"0,648","1,000",,"0,032","1,5434","0,648",,
Bis-tacrinedecoy45,507,"-8,1",0,1,491,16,,"0,649","1,000",,"0,032","1,5404","0,649",,
3iodo-4tetrahydroacridindecoy20,508,"-8,1",0,1,492,16,,"0,650","1,000",,"0,031","1,5374","0,650",,
Tacrinedecoy5,509,"-8,1",0,1,493,16,,"0,652","1,000",,"0,031","1,5343","0,652",,
3iodo-2tetrahydroacridindecoy33,510,"-8,1",0,1,494,16,,"0,653","1,000",,"0,031","1,5313","0,653",,
2iodo-4tetrahydroacridindecoy45,511,"-8,1",0,1,495,16,,"0,654","1,000",,"0,031","1,5283","0,654",,
2iodo-4tetrahydroacridindecoy50,512,"-8,1",0,1,496,16,,"0,656","1,000",,"0,031","1,5254","0,656",,
Bis-tacrinedecoy18,513,"-8,1",0,1,497,16,,"0,657","1,000",,"0,031","1,5224","0,657",,
Tacrinedecoy50,514,"-8,1",0,1,498,16,,"0,658","1,000",,"0,031","1,5194","0,658",,
Physostigminedecoy39,515,"-8,1",0,1,499,16,,"0,659","1,000",,"0,031","1,5165","0,659",,
Physostigminedecoy17,516,"-8,1",0,1,500,16,,"0,661","1,000",,"0,031","1,5135","0,661",,
Donepezildecoy42,517,"-8,1",0,1,501,16,,"0,662","1,000",,"0,031","1,5106","0,662",,
Heptyl-physostigminedecoy11,518,"-8,1",0,1,502,16,,"0,663","1,000",,"0,031","1,5077","0,663",,
2iodo-4tetrahydroacridindecoy38,519,"-8,1",0,1,503,16,,"0,665","1,000",,"0,031","1,5048","0,665",,
3iodo-2tetrahydroacridindecoy35,520,"-8,1",0,1,504,16,,"0,666","1,000",,"0,031","1,5019","0,666",,
Tacrinedecoy26,521,"-8,1",0,1,505,16,,"0,667","1,000",,"0,031","1,4990","0,667",,
4iodo-3tetrahydroacridindecoy43,522,"-8,0",0,1,506,16,,"0,668","1,000",,"0,031","1,4961","0,668",,
Physostigminedecoy45,523,"-8,0",0,1,507,16,,"0,670","1,000",,"0,031","1,4933","0,670",,
2iodo-2tetrahydroacridindecoy32,524,"-8,0",0,1,508,16,,"0,671","1,000",,"0,031","1,4904","0,671",,
Bis-tacrinedecoy3,525,"-8,0",0,1,509,16,,"0,672","1,000",,"0,030","1,4876","0,672",,
2iodo-2tetrahydroacridindecoy45,526,"-8,0",0,1,510,16,,"0,673","1,000",,"0,030","1,4848","0,673",,
Tacrinedecoy46,527,"-8,0",0,1,511,16,,"0,675","1,000",,"0,030","1,4819","0,675",,
Bis-tacrinedecoy48,528,"-8,0",0,1,512,16,,"0,676","1,000",,"0,030","1,4791","0,676",,
Heptyl-physostigminedecoy40,529,"-8,0",0,1,513,16,,"0,677","1,000",,"0,030","1,4763","0,677",,
Heptyl-physostigminedecoy26,530,"-8,0",0,1,514,16,,"0,679","1,000",,"0,030","1,4736","0,679",,
4iodo-3tetrahydroacridindecoy6,531,"-8,0",0,1,515,16,,"0,680","1,000",,"0,030","1,4708","0,680",,
Donepezildecoy36,532,"-8,0",0,1,516,16,,"0,681","1,000",,"0,030","1,4680","0,681",,
Physostigminedecoy38,533,"-7,9",0,1,517,16,,"0,682","1,000",,"0,030","1,4653","0,682",,
2iodo-2tetrahydroacridindecoy23,534,"-7,9",0,1,518,16,,"0,684","1,000",,"0,030","1,4625","0,684",,
2iodo-3tetrahydroacridindecoy36,535,"-7,9",0,1,519,16,,"0,685","1,000",,"0,030","1,4598","0,685",,
4iodo-3tetrahydroacridindecoy36,536,"-7,9",0,1,520,16,,"0,686","1,000",,"0,030","1,4571","0,686",,
Bis-tacrinedecoy37,537,"-7,9",0,1,521,16,,"0,688","1,000",,"0,030","1,4543","0,688",,
Tolserinedecoy14,538,"-7,9",0,1,522,16,,"0,689","1,000",,"0,030","1,4516","0,689",,
Bis-tacrinedecoy21,539,"-7,9",0,1,523,16,,"0,690","1,000",,"0,030","1,4489","0,690",,
Galantaminedecoy14,540,"-7,9",0,1,524,16,,"0,691","1,000",,"0,030","1,4463","0,691",,
2iodo-3tetrahydroacridindecoy10,541,"-7,9",0,1,525,16,,"0,693","1,000",,"0,030","1,4436","0,693",,
3iodo-4tetrahydroacridindecoy21,542,"-7,9",0,1,526,16,,"0,694","1,000",,"0,030","1,4409","0,694",,
Tacrinedecoy13,543,"-7,9",0,1,527,16,,"0,695","1,000",,"0,029","1,4383","0,695",,
2iodo-2tetrahydroacridindecoy24,544,"-7,9",0,1,528,16,,"0,697","1,000",,"0,029","1,4356","0,697",,
Galantaminedecoy48,545,"-7,9",0,1,529,16,,"0,698","1,000",,"0,029","1,4330","0,698",,
2iodo-2tetrahydroacridindecoy49,546,"-7,9",0,1,530,16,,"0,699","1,000",,"0,029","1,4304","0,699",,
Bis-tacrinedecoy1,547,"-7,9",0,1,531,16,,"0,700","1,000",,"0,029","1,4278","0,700",,
Galantaminedecoy34,548,"-7,9",0,1,532,16,,"0,702","1,000",,"0,029","1,4252","0,702",,
Physostigminedecoy11,549,"-7,9",0,1,533,16,,"0,703","1,000",,"0,029","1,4226","0,703",,
Bis-tacrinedecoy41,550,"-7,9",0,1,534,16,,"0,704","1,000",,"0,029","1,4200","0,704",,
Galantaminedecoy2,551,"-7,9",0,1,535,16,,"0,706","1,000",,"0,029","1,4174","0,706",,
Physostigminedecoy26,552,"-7,9",0,1,536,16,,"0,707","1,000",,"0,029","1,4148","0,707",,
Galantaminedecoy40,553,"-7,9",0,1,537,16,,"0,708","1,000",,"0,029","1,4123","0,708",,
Heptyl-physostigminedecoy34,554,"-7,8",0,1,538,16,,"0,709","1,000",,"0,029","1,4097","0,709",,
Galantaminedecoy28,555,"-7,8",0,1,539,16,,"0,711","1,000",,"0,029","1,4072","0,711",,
Physostigminedecoy12,556,"-7,8",0,1,540,16,,"0,712","1,000",,"0,029","1,4046","0,712",,
3iodo-4tetrahydroacridindecoy34,557,"-7,8",0,1,541,16,,"0,713","1,000",,"0,029","1,4021","0,713",,
Bis-tacrinedecoy49,558,"-7,8",0,1,542,16,,"0,714","1,000",,"0,029","1,3996","0,714",,
Galantaminedecoy38,559,"-7,8",0,1,543,16,,"0,716","1,000",,"0,029","1,3971","0,716",,
2iodo-3tetrahydroacridindecoy12,560,"-7,8",0,1,544,16,,"0,717","1,000",,"0,029","1,3946","0,717",,
Galantaminedecoy39,561,"-7,8",0,1,545,16,,"0,718","1,000",,"0,029","1,3921","0,718",,
2iodo-3tetrahydroacridindecoy34,562,"-7,8",0,1,546,16,,"0,720","1,000",,"0,028","1,3896","0,720",,
4iodo-3tetrahydroacridindecoy10,563,"-7,8",0,1,547,16,,"0,721","1,000",,"0,028","1,3872","0,721",,
3iodo-2tetrahydroacridindecoy5,564,"-7,8",0,1,548,16,,"0,722","1,000",,"0,028","1,3847","0,722",,
4iodo-2tetrahydroacridindecoy49,565,"-7,8",0,1,549,16,,"0,723","1,000",,"0,028","1,3823","0,723",,
Velnacrinedecoy45,566,"-7,8",0,1,550,16,,"0,725","1,000",,"0,028","1,3798","0,725",,
3iodo-4tetrahydroacridindecoy35,567,"-7,8",0,1,551,16,,"0,726","1,000",,"0,028","1,3774","0,726",,
Tolserinedecoy46,568,"-7,8",0,1,552,16,,"0,727","1,000",,"0,028","1,3750","0,727",,
Heptyl-physostigminedecoy28,569,"-7,8",0,1,553,16,,"0,729","1,000",,"0,028","1,3726","0,729",,
4iodo-4tetrahydroacridindecoy36,570,"-7,8",0,1,554,16,,"0,730","1,000",,"0,028","1,3701","0,730",,
3iodo-2tetrahydroacridindecoy17,571,"-7,7",0,1,555,16,,"0,731","1,000",,"0,028","1,3677","0,731",,
Tacrinedecoy6,572,"-7,7",0,1,556,16,,"0,732","1,000",,"0,028","1,3654","0,732",,
2iodo-3tetrahydroacridindecoy2,573,"-7,7",0,1,557,16,,"0,734","1,000",,"0,028","1,3630","0,734",,
Galantaminedecoy49,574,"-7,7",0,1,558,16,,"0,735","1,000",,"0,028","1,3606","0,735",,
Tacrinedecoy12,575,"-7,7",0,1,559,16,,"0,736","1,000",,"0,028","1,3582","0,736",,
3iodo-2tetrahydroacridindecoy29,576,"-7,7",0,1,560,16,,"0,738","1,000",,"0,028","1,3559","0,738",,
Velnacrinedecoy5,577,"-7,7",0,1,561,16,,"0,739","1,000",,"0,028","1,3535","0,739",,
Galantaminedecoy6,578,"-7,7",0,1,562,16,,"0,740","1,000",,"0,028","1,3512","0,740",,
Donepezildecoy50,579,"-7,7",0,1,563,16,,"0,741","1,000",,"0,028","1,3488","0,741",,
2iodo-4tetrahydroacridindecoy36,580,"-7,7",0,1,564,16,,"0,743","1,000",,"0,028","1,3465","0,743",,
3iodo-4tetrahydroacridindecoy14,581,"-7,7",0,1,565,16,,"0,744","1,000",,"0,028","1,3442","0,744",,
Tacrinedecoy8,582,"-7,7",0,1,566,16,,"0,745","1,000",,"0,027","1,3419","0,745",,
Physostigminedecoy41,583,"-7,7",0,1,567,16,,"0,746","1,000",,"0,027","1,3396","0,746",,
Bis-tacrinedecoy19,584,"-7,7",0,1,568,16,,"0,748","1,000",,"0,027","1,3373","0,748",,
Physostigminedecoy37,585,"-7,7",0,1,569,16,,"0,749","1,000",,"0,027","1,3350","0,749",,
2iodo-4tetrahydroacridindecoy32,586,"-7,6",0,1,570,16,,"0,750","1,000",,"0,027","1,3327","0,750",,
4iodo-4tetrahydroacridindecoy25,587,"-7,6",0,1,571,16,,"0,752","1,000",,"0,027","1,3305","0,752",,
2iodo-3tetrahydroacridindecoy5,588,"-7,6",0,1,572,16,,"0,753","1,000",,"0,027","1,3282","0,753",,
Velnacrinedecoy49,589,"-7,6",0,1,573,16,,"0,754","1,000",,"0,027","1,3259","0,754",,
Heptyl-physostigminedecoy48,590,"-7,6",0,1,574,16,,"0,755","1,000",,"0,027","1,3237","0,755",,
Physostigminedecoy28,591,"-7,6",0,1,575,16,,"0,757","1,000",,"0,027","1,3215","0,757",,
Tacrinedecoy16,592,"-7,6",0,1,576,16,,"0,758","1,000",,"0,027","1,3192","0,758",,
Heptyl-physostigminedecoy12,593,"-7,6",0,1,577,16,,"0,759","1,000",,"0,027","1,3170","0,759",,
Tacrinedecoy1,594,"-7,6",0,1,578,16,,"0,761","1,000",,"0,027","1,3148","0,761",,
Physostigminedecoy20,595,"-7,6",0,1,579,16,,"0,762","1,000",,"0,027","1,3126","0,762",,
Velnacrinedecoy24,596,"-7,6",0,1,580,16,,"0,763","1,000",,"0,027","1,3104","0,763",,
Tolserinedecoy40,597,"-7,6",0,1,581,16,,"0,764","1,000",,"0,027","1,3082","0,764",,
3iodo-2tetrahydroacridindecoy25,598,"-7,6",0,1,582,16,,"0,766","1,000",,"0,027","1,3060","0,766",,
Physostigminedecoy46,599,"-7,6",0,1,583,16,,"0,767","1,000",,"0,027","1,3038","0,767",,
Heptyl-physostigminedecoy20,600,"-7,6",0,1,584,16,,"0,768","1,000",,"0,027","1,3016","0,768",,
Bis-tacrinedecoy8,601,"-7,6",0,1,585,16,,"0,770","1,000",,"0,027","1,2995","0,770",,
Tacrinedecoy25,602,"-7,6",0,1,586,16,,"0,771","1,000",,"0,027","1,2973","0,771",,
Galantaminedecoy22,603,"-7,6",0,1,587,16,,"0,772","1,000",,"0,027","1,2952","0,772",,
3iodo-4tetrahydroacridindecoy50,604,"-7,6",0,1,588,16,,"0,773","1,000",,"0,026","1,2930","0,773",,
Galantaminedecoy15,605,"-7,6",0,1,589,16,,"0,775","1,000",,"0,026","1,2909","0,775",,
Physostigminedecoy29,606,"-7,6",0,1,590,16,,"0,776","1,000",,"0,026","1,2888","0,776",,
2iodo-2tetrahydroacridindecoy10,607,"-7,5",0,1,591,16,,"0,777","1,000",,"0,026","1,2866","0,777",,
Velnacrinedecoy33,608,"-7,5",0,1,592,16,,"0,778","1,000",,"0,026","1,2845","0,778",,
Tacrinedecoy40,609,"-7,5",0,1,593,16,,"0,780","1,000",,"0,026","1,2824","0,780",,
Galantaminedecoy33,610,"-7,5",0,1,594,16,,"0,781","1,000",,"0,026","1,2803","0,781",,
3iodo-2tetrahydroacridindecoy16,611,"-7,5",0,1,595,16,,"0,782","1,000",,"0,026","1,2782","0,782",,
Galantaminedecoy1,612,"-7,5",0,1,596,16,,"0,784","1,000",,"0,026","1,2761","0,784",,
Velnacrinedecoy34,613,"-7,5",0,1,597,16,,"0,785","1,000",,"0,026","1,2740","0,785",,
4iodo-2tetrahydroacridindecoy27,614,"-7,5",0,1,598,16,,"0,786","1,000",,"0,026","1,2720","0,786",,
2iodo-4tetrahydroacridindecoy17,615,"-7,5",0,1,599,16,,"0,787","1,000",,"0,026","1,2699","0,787",,
4iodo-2tetrahydroacridindecoy43,616,"-7,5",0,1,600,16,,"0,789","1,000",,"0,026","1,2678","0,789",,
Physostigminedecoy32,617,"-7,5",0,1,601,16,,"0,790","1,000",,"0,026","1,2658","0,790",,
Velnacrinedecoy26,618,"-7,5",0,1,602,16,,"0,791","1,000",,"0,026","1,2637","0,791",,
Velnacrinedecoy41,619,"-7,5",0,1,603,16,,"0,793","1,000",,"0,026","1,2617","0,793",,
Galantaminedecoy10,620,"-7,5",0,1,604,16,,"0,794","1,000",,"0,026","1,2597","0,794",,
3iodo-4tetrahydroacridindecoy2,621,"-7,5",0,1,605,16,,"0,795","1,000",,"0,026","1,2576","0,795",,
Galantaminedecoy11,622,"-7,5",0,1,606,16,,"0,796","1,000",,"0,026","1,2556","0,796",,
4iodo-4tetrahydroacridindecoy49,623,"-7,5",0,1,607,16,,"0,798","1,000",,"0,026","1,2536","0,798",,
Physostigminedecoy21,624,"-7,5",0,1,608,16,,"0,799","1,000",,"0,026","1,2516","0,799",,
Galantaminedecoy35,625,"-7,4",0,1,609,16,,"0,800","1,000",,"0,026","1,2496","0,800",,
Donepezildecoy16,626,"-7,4",0,1,610,16,,"0,802","1,000",,"0,026","1,2476","0,802",,
Tolserinedecoy47,627,"-7,4",0,1,611,16,,"0,803","1,000",,"0,026","1,2456","0,803",,
Velnacrinedecoy30,628,"-7,4",0,1,612,16,,"0,804","1,000",,"0,025","1,2436","0,804",,
Physostigminedecoy40,629,"-7,4",0,1,613,16,,"0,805","1,000",,"0,025","1,2416","0,805",,
Tacrinedecoy31,630,"-7,4",0,1,614,16,,"0,807","1,000",,"0,025","1,2397","0,807",,
Tacrinedecoy38,631,"-7,4",0,1,615,16,,"0,808","1,000",,"0,025","1,2377","0,808",,
3iodo-2tetrahydroacridindecoy36,632,"-7,4",0,1,616,16,,"0,809","1,000",,"0,025","1,2357","0,809",,
Galantaminedecoy47,633,"-7,4",0,1,617,16,,"0,810","1,000",,"0,025","1,2338","0,810",,
2iodo-2tetrahydroacridindecoy4,634,"-7,4",0,1,618,16,,"0,812","1,000",,"0,025","1,2318","0,812",,
Velnacrinedecoy36,635,"-7,4",0,1,619,16,,"0,813","1,000",,"0,025","1,2299","0,813",,
Physostigminedecoy8,636,"-7,4",0,1,620,16,,"0,814","1,000",,"0,025","1,2280","0,814",,
Physostigminedecoy42,637,"-7,3",0,1,621,16,,"0,816","1,000",,"0,025","1,2260","0,816",,
Tacrinedecoy24,638,"-7,3",0,1,622,16,,"0,817","1,000",,"0,025","1,2241","0,817",,
Donepezildecoy27,639,"-7,3",0,1,623,16,,"0,818","1,000",,"0,025","1,2222","0,818",,
Galantaminedecoy41,640,"-7,3",0,1,624,16,,"0,819","1,000",,"0,025","1,2203","0,819",,
4iodo-2tetrahydroacridindecoy21,641,"-7,3",0,1,625,16,,"0,821","1,000",,"0,025","1,2184","0,821",,
2iodo-3tetrahydroacridindecoy8,642,"-7,3",0,1,626,16,,"0,822","1,000",,"0,025","1,2165","0,822",,
4iodo-3tetrahydroacridindecoy35,643,"-7,3",0,1,627,16,,"0,823","1,000",,"0,025","1,2146","0,823",,
Physostigminedecoy47,644,"-7,3",0,1,628,16,,"0,825","1,000",,"0,025","1,2127","0,825",,
Velnacrinedecoy22,645,"-7,3",0,1,629,16,,"0,826","1,000",,"0,025","1,2108","0,826",,
Velnacrinedecoy32,646,"-7,3",0,1,630,16,,"0,827","1,000",,"0,025","1,2090","0,827",,
3iodo-2tetrahydroacridindecoy19,647,"-7,3",0,1,631,16,,"0,828","1,000",,"0,025","1,2071","0,828",,
Galantaminedecoy29,648,"-7,3",0,1,632,16,,"0,830","1,000",,"0,025","1,2052","0,830",,
4iodo-4tetrahydroacridindecoy6,649,"-7,3",0,1,633,16,,"0,831","1,000",,"0,025","1,2034","0,831",,
Physostigminedecoy43,650,"-7,3",0,1,634,16,,"0,832","1,000",,"0,025","1,2015","0,832",,
4iodo-4tetrahydroacridindecoy37,651,"-7,3",0,1,635,16,,"0,834","1,000",,"0,025","1,1997","0,834",,
Physostigminedecoy30,652,"-7,3",0,1,636,16,,"0,835","1,000",,"0,025","1,1978","0,835",,
Velnacrinedecoy50,653,"-7,3",0,1,637,16,,"0,836","1,000",,"0,025","1,1960","0,836",,
Velnacrinedecoy40,654,"-7,2",0,1,638,16,,"0,837","1,000",,"0,024","1,1942","0,837",,
Velnacrinedecoy14,655,"-7,2",0,1,639,16,,"0,839","1,000",,"0,024","1,1923","0,839",,
Galantaminedecoy19,656,"-7,2",0,1,640,16,,"0,840","1,000",,"0,024","1,1905","0,840",,
Galantaminedecoy43,657,"-7,2",0,1,641,16,,"0,841","1,000",,"0,024","1,1887","0,841",,
Velnacrinedecoy4,658,"-7,2",0,1,642,16,,"0,843","1,000",,"0,024","1,1869","0,843",,
Velnacrinedecoy48,659,"-7,2",0,1,643,16,,"0,844","1,000",,"0,024","1,1851","0,844",,
3iodo-4tetrahydroacridindecoy13,660,"-7,2",0,1,644,16,,"0,845","1,000",,"0,024","1,1833","0,845",,
Tacrinedecoy48,661,"-7,2",0,1,645,16,,"0,846","1,000",,"0,024","1,1815","0,846",,
Tacrinedecoy49,662,"-7,2",0,1,646,16,,"0,848","1,000",,"0,024","1,1797","0,848",,
Velnacrinedecoy10,663,"-7,2",0,1,647,16,,"0,849","1,000",,"0,024","1,1780","0,849",,
Tolserinedecoy1,664,"-7,2",0,1,648,16,,"0,850","1,000",,"0,024","1,1762","0,850",,
Velnacrinedecoy3,665,"-7,2",0,1,649,16,,"0,851","1,000",,"0,024","1,1744","0,851",,
Velnacrinedecoy35,666,"-7,2",0,1,650,16,,"0,853","1,000",,"0,024","1,1726","0,853",,
2iodo-3tetrahydroacridindecoy25,667,"-7,1",0,1,651,16,,"0,854","1,000",,"0,024","1,1709","0,854",,
Galantaminedecoy42,668,"-7,1",0,1,652,16,,"0,855","1,000",,"0,024","1,1691","0,855",,
3iodo-4tetrahydroacridindecoy45,669,"-7,1",0,1,653,16,,"0,857","1,000",,"0,024","1,1674","0,857",,
Velnacrinedecoy18,670,"-7,1",0,1,654,16,,"0,858","1,000",,"0,024","1,1656","0,858",,
Heptyl-physostigminedecoy22,671,"-7,1",0,1,655,16,,"0,859","1,000",,"0,024","1,1639","0,859",,
2iodo-4tetrahydroacridindecoy20,672,"-7,1",0,1,656,16,,"0,860","1,000",,"0,024","1,1622","0,860",,
3iodo-2tetrahydroacridindecoy31,673,"-7,1",0,1,657,16,,"0,862","1,000",,"0,024","1,1605","0,862",,
Galantaminedecoy12,674,"-7,1",0,1,658,16,,"0,863","1,000",,"0,024","1,1587","0,863",,
Galantaminedecoy37,675,"-7,1",0,1,659,16,,"0,864","1,000",,"0,024","1,1570","0,864",,
Velnacrinedecoy27,676,"-7,1",0,1,660,16,,"0,866","1,000",,"0,024","1,1553","0,866",,
Velnacrinedecoy6,677,"-7,1",0,1,661,16,,"0,867","1,000",,"0,024","1,1536","0,867",,
Tacrinedecoy19,678,"-7,1",0,1,662,16,,"0,868","1,000",,"0,024","1,1519","0,868",,
Velnacrinedecoy39,679,"-7,1",0,1,663,16,,"0,869","1,000",,"0,024","1,1502","0,869",,
Velnacrinedecoy47,680,"-7,1",0,1,664,16,,"0,871","1,000",,"0,024","1,1485","0,871",,
Tacrinedecoy47,681,"-7,1",0,1,665,16,,"0,872","1,000",,"0,023","1,1468","0,872",,
3iodo-4tetrahydroacridindecoy26,682,"-7,0",0,1,666,16,,"0,873","1,000",,"0,023","1,1451","0,873",,
Physostigminedecoy13,683,"-7,0",0,1,667,16,,"0,875","1,000",,"0,023","1,1435","0,875",,
3iodo-4tetrahydroacridindecoy12,684,"-7,0",0,1,668,16,,"0,876","1,000",,"0,023","1,1418","0,876",,
Velnacrinedecoy13,685,"-7,0",0,1,669,16,,"0,877","1,000",,"0,023","1,1401","0,877",,
Velnacrinedecoy43,686,"-7,0",0,1,670,16,,"0,878","1,000",,"0,023","1,1385","0,878",,
Tacrinedecoy35,687,"-7,0",0,1,671,16,,"0,880","1,000",,"0,023","1,1368","0,880",,
Velnacrinedecoy16,688,"-7,0",0,1,672,16,,"0,881","1,000",,"0,023","1,1351","0,881",,
Velnacrinedecoy9,689,"-7,0",0,1,673,16,,"0,882","1,000",,"0,023","1,1335","0,882",,
Galantaminedecoy46,690,"-7,0",0,1,674,16,,"0,883","1,000",,"0,023","1,1319","0,883",,
Velnacrinedecoy12,691,"-7,0",0,1,675,16,,"0,885","1,000",,"0,023","1,1302","0,885",,
Galantaminedecoy30,692,"-7,0",0,1,676,16,,"0,886","1,000",,"0,023","1,1286","0,886",,
Velnacrinedecoy28,693,"-7,0",0,1,677,16,,"0,887","1,000",,"0,023","1,1270","0,887",,
3iodo-2tetrahydroacridindecoy4,694,"-7,0",0,1,678,16,,"0,889","1,000",,"0,023","1,1253","0,889",,
Tacrinedecoy29,695,"-7,0",0,1,679,16,,"0,890","1,000",,"0,023","1,1237","0,890",,
Velnacrinedecoy2,696,"-7,0",0,1,680,16,,"0,891","1,000",,"0,023","1,1221","0,891",,
Tacrinedecoy14,697,"-6,9",0,1,681,16,,"0,892","1,000",,"0,023","1,1205","0,892",,
Tacrinedecoy23,698,"-6,9",0,1,682,16,,"0,894","1,000",,"0,023","1,1189","0,894",,
Galantaminedecoy13,699,"-6,9",0,1,683,16,,"0,895","1,000",,"0,023","1,1173","0,895",,
Galantaminedecoy8,700,"-6,9",0,1,684,16,,"0,896","1,000",,"0,023","1,1157","0,896",,
Tacrinedecoy28,701,"-6,9",0,1,685,16,,"0,898","1,000",,"0,023","1,1141","0,898",,
Velnacrinedecoy7,702,"-6,9",0,1,686,16,,"0,899","1,000",,"0,023","1,1125","0,899",,
